20/09/2022 14:02:03	INFO	67305985	LOGD	Início das operações do logd	76E679F13FE1901B
20/09/2022 14:02:03	INFO	67305985	LOGD	Urna ligada em 20/09/2022 às 14:00:42	B6E57FAB3FC8BB5F
20/09/2022 14:02:03	INFO	67305985	SCUE	Iniciando aplicação - Oficial - 1º turno	C4AA352517F6524B
20/09/2022 14:02:03	INFO	67305985	SCUE	Versão da aplicação: 8.26.0.0 - Onça-pintada	89561AA34039D0B8
20/09/2022 14:02:05	INFO	67305985	SCUE	Urna operando com rede elétrica	FADB984A85F63F90
20/09/2022 14:02:05	INFO	67305985	SCUE	Bateria interna com carga plena	934BA7309A194E17
20/09/2022 14:02:11	INFO	67305985	SCUE	Tamanho da mídia interna: 488.7 MB	AF442665C3B81634
20/09/2022 14:02:14	INFO	67305985	SCUE	Tamanho da memória: 489.4 MB	DD3C3BABAD4926AD
20/09/2022 14:02:15	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [1] - [/bin/avbin.vst] - [SUCESSO]	21B89866E5EA2824
20/09/2022 14:02:15	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [2] - [/uenux/bin/avusrbin.vst] - [SUCESSO]	160599C3BC73115A
20/09/2022 14:02:16	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [3] - [/uenux/lib/avusrlib.vst] - [SUCESSO]	DB0005CDAC5F8801
20/09/2022 14:02:17	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [4] - [/uenux/lib/avusrlibue2010.vst] - [SUCESSO]	692B92674E4B3253
20/09/2022 14:02:19	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [5] - [/boot/boot/avboot.vst] - [SUCESSO]	1DD568A6385C79BE
20/09/2022 14:02:20	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [6] - [/boot/boot/avbootcfg.vst] - [SUCESSO]	9B984CFBC6F153B6
20/09/2022 14:02:20	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [7] - [/etc/avetc.vst] - [SUCESSO]	FE1BAAC7AFC3CA32
20/09/2022 14:02:22	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [8] - [/lib/avlib.vst] - [SUCESSO]	3DF08ACA05BE6222
20/09/2022 14:02:22	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [9] - [/lib/modules/avmod.vst] - [SUCESSO]	718EA6551B012BEB
20/09/2022 14:02:23	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [10] - [/lib/modules/ue2010/avmodue2010.vst] - [SUCESSO]	65671288764E737B
20/09/2022 14:02:23	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [11] - [/lib/plugins/generic/avlibqtgeneric.vst] - [SUCESSO]	945EA87B88864C1D
20/09/2022 14:02:23	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [12] - [/lib/plugins/imageformats/avlibqtimageformats.vst] - [SUCESSO]	07204B3E3D7490AB
20/09/2022 14:02:24	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [13] - [/lib/plugins/platforms/avlibqtplatforms.vst] - [SUCESSO]	8912129D84C512B6
20/09/2022 14:02:24	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [14] - [/uenux/lib/avusrlibue2013.vst] - [SUCESSO]	06BEAC9D4E8C4AEB
20/09/2022 14:02:25	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [15] - [/uenux/lib/avusrlibue2006.vst] - [SUCESSO]	9C3B3D44A374DD12
20/09/2022 14:02:26	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [16] - [/uenux/lib/avusrlib.vst] - [SUCESSO]	A8F0151C44FAB4E5
20/09/2022 14:02:27	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [17] - [/uenux/lib/avusrlibue2009.vst] - [SUCESSO]	E02691C1C06EAF35
20/09/2022 14:02:27	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [18] - [/uenux/lib/avusrlibue2010.vst] - [SUCESSO]	76932D8A009C8042
20/09/2022 14:02:28	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [19] - [/uenux/lib/avusrlibue2015.vst] - [SUCESSO]	7C10F5C90B5B1DF0
20/09/2022 14:02:30	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [20] - [/uenux/lib/avusrlibue2020.vst] - [SUCESSO]	B81D922A436A4E59
20/09/2022 14:02:31	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [21] - [/uenux/lib/avusrlibue2011.vst] - [SUCESSO]	E0F66DD91E1F8055
20/09/2022 14:02:31	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [22] - [/uenux/lib/avusrlibue2008.vst] - [SUCESSO]	FAB3F70E63788030
20/09/2022 14:02:32	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [23] - [/lib/modules/avmod.vst] - [SUCESSO]	9A4CF0943A7F6E88
20/09/2022 14:02:32	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [24] - [/lib/modules/ue2006/avmodue2006.vst] - [SUCESSO]	E9BCF8004B060811
20/09/2022 14:02:32	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [25] - [/lib/modules/ue2008/avmodue2008.vst] - [SUCESSO]	613D93BB3E4CBBC3
20/09/2022 14:02:33	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [26] - [/lib/modules/ue2009/avmodue2009.vst] - [SUCESSO]	41BC468C8BB74944
20/09/2022 14:02:34	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [27] - [/lib/modules/ue2010/avmodue2010.vst] - [SUCESSO]	E4F0E7D876767F5B
20/09/2022 14:02:35	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [28] - [/lib/modules/ue2011/avmodue2011.vst] - [SUCESSO]	DE4757B5E99A7E2B
20/09/2022 14:02:36	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [29] - [/lib/modules/ue2013/avmodue2013.vst] - [SUCESSO]	E21A4EA410FA6CC1
20/09/2022 14:02:38	INFO	67305985	SCUE	Verificação de assinatura de aplicação por etapa [30] - [/lib/modules/ue2015/avmodue2015.vst] - [SUCESSO]	A3CDD40D33995E77
